,OrderNumber,UseType,FacilityID,FacilityLongitude,FacilityLatitude,CustomerZIP,TotalPaid,StartDate,EndDate,NumberOfPeople,Tent,Popup,Trailer,RVMotorhome,Boat,Car,FifthWheel,Van,CanoeKayak,BoatTrailer,PowerBoat,PickupCamper,LargeTentOver9x12,SmallTent,CustomerLatitude,CustomerLongitude,LengthOfStay
226,1-5390279,Overnight,234078,-103.522,29.1369,78611,84.0,2007-03-15,2007-03-16,25,,,,,,1.0,,,,,,,,,30.8,-98.3,1
227,1-5391372,Overnight,234073,-120.54,38.0075,95682,64.0,2007-02-09,2007-02-13,2,,,,,,1.0,,,,,,,,,38.6,-121.0,4
228,1-5391400,Overnight,234073,-120.54,38.0075,95682,10.0,2007-04-20,2007-04-24,2,,,,,,1.0,,,,,,,,,38.6,-121.0,4
229,1-5391495,Overnight,234038,-103.304,29.275,73034,69.0,2007-03-18,2007-03-24,4,,,,,,1.0,,,,,,,,,35.72,-97.43,6
230,1-5392113,Overnight,234079,-112.167,37.6344,94710,207.0,2007-08-20,2007-08-22,29,1.0,,,,,,,,,,,,,,37.87,-122.31,2
231,1-5392649,Overnight,234035,-102.961,29.1825,78620,39.0,2007-04-11,2007-04-14,5,,,,,,1.0,,,,,,,,,30.2,-98.1,3
232,1-5393773,Overnight,234074,-122.51,44.7575,97361,365.0,2007-08-21,2007-08-26,30,1.0,,1.0,,,,,,,,,,,,44.8,-123.4,5
233,1-5393821,Overnight,234059,-109.589,38.7769,98205,54.0,2007-04-23,2007-04-26,2,,,,,,1.0,,,,,,,,,48.0,-122.13,3
234,1-5394530,Day,234074,-122.51,44.7575,97330,110.0,2007-08-19,2007-08-19,70,,,,,,1.0,,,,,,,,,44.6,-123.3,0
235,1-5394565,Overnight,234035,-102.961,29.1825,78164,69.0,2007-03-01,2007-03-13,3,,,,,,1.0,,,,,,,,,29.0,-97.5,12
236,1-5394622,Overnight,234035,-102.961,29.1825,78164,19.0,2007-04-08,2007-04-18,4,,,,,,1.0,,,,,,,,,29.0,-97.5,10
237,1-5395359,Overnight,234059,-109.589,38.7769,83204,240.0,2007-05-14,2007-05-21,11,,,,,,1.0,,,,,,,,,42.8,-112.5,7
238,1-5395751,Overnight,234038,-103.304,29.275,77386,39.0,2007-02-12,2007-02-15,2,,,,,,1.0,,,,,,,,,30.09,-95.36,3
239,1-5396343,Overnight,234059,-109.589,38.7769,84062,39.0,2007-04-19,2007-04-21,10,,,,,,1.0,,,,,,,,,40.39,-111.74,2
240,1-5396554,Overnight,234069,-118.312,47.9088,98686,309.0,2007-08-05,2007-08-12,15,1.0,,1.0,,,,,,,,,,,,45.74,-122.63,7
241,1-5396558,Overnight,234069,-118.312,47.9088,98686,309.0,2007-08-05,2007-08-12,15,1.0,,,1.0,,,,,,,,,,,45.74,-122.63,7
242,1-5397639,Overnight,234070,-118.69,47.9268,99224,109.0,2007-08-21,2007-08-24,15,,,,,,1.0,,,,,,,,,47.6,-117.5,3
243,1-5398017,Day,234074,-122.51,44.7575,97301,110.0,2007-08-18,2007-08-18,60,,,,,,1.0,,,,,,,,,44.96,-123.0,0
244,1-5398268,Overnight,234524,-121.296,40.4511,89509,99.0,2007-08-17,2007-08-20,12,1.0,,,,,,,,,,,,,,39.5,-119.83,3
245,1-5398338,Overnight,234059,-109.589,38.7769,84020,29.0,2007-04-25,2007-04-30,2,,,,,,1.0,,,,,,,,,40.49,-111.85,5
246,1-5398634,Overnight,234038,-103.304,29.275,78676,153.0,2007-03-10,2007-03-14,12,,,,,,1.0,,,,,,,,,30.0,-98.1,4
247,1-5398684,Overnight,234038,-103.304,29.275,78676,129.0,2007-03-10,2007-03-14,10,,,,,,1.0,,,,,,,,,30.0,-98.1,4
248,1-5398806,Overnight,234074,-122.51,44.7575,97013,300.0,2007-08-22,2007-08-26,50,,,,,,1.0,,,,,,,,,45.2,-122.7,4
249,1-5401900,Day,234074,-122.51,44.7575,97306,60.0,2007-08-24,2007-08-24,40,,,,,,1.0,,,,,,,,,44.84,-123.09,0
250,1-5402318,Day,234074,-122.51,44.7575,97346,170.0,2007-08-10,2007-08-11,85,,,,,,1.0,,,,,,,,,44.7,-122.4,1
251,1-5402391,Day,234074,-122.51,44.7575,97013,60.0,2007-08-24,2007-08-24,100,,,,,,1.0,,,,,,,,,45.2,-122.7,0
252,1-5402440,Day,234074,-122.51,44.7575,97013,60.0,2007-08-23,2007-08-23,50,,,,,,1.0,,,,,,,,,45.2,-122.7,0
253,1-5402574,Overnight,234070,-118.69,47.9268,98092,309.0,2007-08-24,2007-08-31,25,1.0,,,1.0,,1.0,,,,,,,,,47.3,-122.1,7
254,1-5403857,Overnight,234059,-109.589,38.7769,81503,19.0,2007-03-10,2007-03-15,4,,,,,,1.0,,,,,,,,,39.02,-108.5,5
255,1-5405097,Overnight,234079,-112.167,37.6344,94710,207.0,2007-08-25,2007-08-27,30,,,,,,1.0,,,,,,,,,37.87,-122.31,2
256,1-5405293,Overnight,234038,-103.304,29.275,75208,19.0,2007-03-11,2007-03-17,20,,,,,,1.0,,,,,,,,,32.75,-96.84,6
257,1-5405884,Overnight,234038,-103.304,29.275,78728,29.0,2007-03-09,2007-03-11,4,,,,,,1.0,,,,,,,,,30.45,-97.69,2
258,1-5405898,Overnight,234177,-122.351,44.5858,97448,80.0,2007-07-06,2007-07-08,20,,,,,,1.0,,,,,,,,,44.2,-123.3,2
259,1-5407217,Day,234074,-122.51,44.7575,97013,110.0,2007-08-26,2007-08-26,60,,,,,,1.0,,,,,,,,,45.2,-122.7,0
260,1-5407405,Overnight,234071,-118.939,47.9331,98208,459.0,2007-08-11,2007-08-21,16,,,,,,1.0,,,,,,,,,47.9,-122.18,10
261,1-5407669,Overnight,234035,-102.961,29.1825,48169,43.0,2007-03-20,2007-03-23,3,,,,,,,1.0,,,,,,,,42.5,-83.9,3
262,1-5408540,Overnight,234071,-118.939,47.9331,98826,309.0,2007-08-23,2007-08-29,16,,,,,,1.0,,,,,,,,,47.7,-120.8,6
263,1-5409074,Overnight,234524,-121.296,40.4511,95928,69.0,2007-08-10,2007-08-12,15,,,,,,1.0,,,,,,,,,39.7,-121.8,2
264,1-5409309,Overnight,234038,-103.304,29.275,77469,39.0,2007-03-14,2007-03-17,4,,,,,,1.0,,,,,,,,,29.5,-95.7,3
265,1-5410472,Overnight,234057,-107.172,38.4856,80216,259.0,2007-08-01,2007-08-06,50,,,,,,1.0,,,,,,,,,39.79,-104.95,5
266,1-5410489,Overnight,234074,-122.51,44.7575,97229,10.0,2007-08-03,2007-08-05,2,,,,,,1.0,,,,,,,,,45.55,-122.81,2
267,1-5410768,Overnight,234035,-102.961,29.1825,78759,19.0,2007-03-14,2007-03-17,5,,,,,,1.0,,,,,,,,,30.4,-97.75,3
268,1-5410991,Overnight,234069,-118.312,47.9088,98650,19.0,2007-07-16,2007-07-23,45,1.0,1.0,1.0,,,1.0,,,,,,,,,45.9,-121.5,7
269,1-5412104,Overnight,234035,-102.961,29.1825,88220,79.0,2007-02-14,2007-02-28,2,,,,,,1.0,,,,,,,,,32.4,-104.3,14
270,1-5412105,Overnight,234035,-102.961,29.1825,88220,79.0,2007-02-14,2007-02-28,2,,,,,,1.0,,,,,,,,,32.4,-104.3,14
271,1-5412678,Overnight,234074,-122.51,44.7575,97266,300.0,2007-08-30,2007-09-03,20,1.0,,,,,,,,,,,,,,45.48,-122.56,4
272,1-5412681,Overnight,234074,-122.51,44.7575,97266,160.0,2007-08-30,2007-09-03,6,,,,,,1.0,,,,,,,,,45.48,-122.56,4
273,1-5413584,Overnight,234035,-102.961,29.1825,76549,49.0,2007-03-11,2007-03-15,2,,,,,,1.0,,,,,,,,,31.0,-97.8,4
274,1-5413810,Overnight,234070,-118.69,47.9268,99185,209.0,2007-08-30,2007-09-03,20,,,,,,1.0,,,,,,,,,47.7,-118.7,4
275,1-5414423,Overnight,234074,-122.51,44.7575,97317,80.0,2007-07-06,2007-07-08,3,,,,,,1.0,,,,,,,,,44.9,-122.9,2
276,1-5414748,Overnight,234057,-107.172,38.4856,81501,159.0,2007-08-31,2007-09-03,40,1.0,,,,,1.0,,,,,,,,,39.07,-108.55,3
277,1-5414778,Overnight,234060,-121.261,48.675,98225,137.0,2007-08-31,2007-09-04,10,,,,,,1.0,,,,,,,,,48.74,-122.53,4
278,1-5414788,Overnight,234060,-121.261,48.675,98225,105.0,2007-08-31,2007-09-03,10,,,,,,1.0,,,,,,,,,48.74,-122.53,3
279,1-5414952,Overnight,234524,-121.296,40.4511,95926,99.0,2007-08-31,2007-09-03,15,1.0,,,,,1.0,,,,,,,,,39.74,-121.84,3
280,1-5414954,Overnight,234524,-121.296,40.4511,95926,99.0,2007-08-31,2007-09-03,15,1.0,,,,,1.0,,,,,,,,,39.74,-121.84,3
281,1-5415043,Overnight,234035,-102.961,29.1825,73110,69.0,2007-02-16,2007-02-28,2,,,,1.0,,1.0,,,,,,,,,35.46,-97.4,12
282,1-5415061,Overnight,234035,-102.961,29.1825,77378,69.0,2007-02-16,2007-02-28,2,,,,1.0,,1.0,,,,,,,,,30.5,-95.4,12
283,1-5415202,Overnight,234059,-109.589,38.7769,80128,54.0,2007-03-28,2007-03-31,5,,,,,,1.0,,,,,,,,,39.57,-105.08,3
284,1-5415453,Overnight,234074,-122.51,44.7575,97213-4539,235.0,2007-08-31,2007-09-03,60,,,,,,1.0,,,,,,,,,45.54,-122.6,3
285,1-5415766,Overnight,234035,-102.961,29.1825,88081,189.0,2007-03-10,2007-03-15,12,,,,,,1.0,,,,,,,,,32.1,-106.4,5
286,1-5415950,Overnight,234043,-92.5569,36.0731,71227,109.0,2007-03-30,2007-04-09,2,,,,1.0,,,1.0,,,,,,,,32.5,-92.5,10
287,1-5415959,Overnight,234043,-92.5569,36.0731,71129,209.0,2007-03-30,2007-04-09,2,,,1.0,,,,1.0,,,,,,,,32.4,-93.9,10
288,1-5415969,Overnight,234038,-103.304,29.275,81006,59.0,2007-02-18,2007-02-23,2,,,,,,1.0,,,,,,,,,38.2,-104.5,5
289,1-5415982,Overnight,234043,-92.5569,36.0731,71270,189.0,2007-03-30,2007-04-08,2,,,1.0,,,,1.0,,,,,,,,32.5,-92.6,9
290,1-5415995,Overnight,234043,-92.5569,36.0731,71270,189.0,2007-03-30,2007-04-08,6,,,,1.0,,,1.0,,,,,,,,32.5,-92.6,9
291,1-5416001,Overnight,234038,-103.304,29.275,81006,59.0,2007-02-18,2007-02-23,2,,,,,,1.0,,,,,,,,,38.2,-104.5,5
292,1-5416053,Overnight,234043,-92.5569,36.0731,71129,149.0,2007-03-31,2007-04-07,4,,,1.0,,,,,,,,,,,,32.4,-93.9,7
293,1-5417009,Overnight,234035,-102.961,29.1825,15209,44.0,2007-01-21,2007-01-28,2,,,,,,1.0,,,,,,,,,40.5,-79.97,7
294,1-5417128,Overnight,234050,-96.9675,34.505,77039,81.0,2007-09-01,2007-09-04,25,,,,,,1.0,,,,,,,,,29.91,-95.34,3
295,1-5417186,Overnight,234038,-103.304,29.275,78058,189.0,2007-02-12,2007-02-16,15,,,,,,1.0,,,,,,,,,30.1,-99.5,4
296,1-5418298,Overnight,234035,-102.961,29.1825,04416,89.0,2007-04-12,2007-04-20,8,,,,,,1.0,,,,,,,,,44.6,-68.7,8
297,1-5418302,Overnight,234035,-102.961,29.1825,04416,89.0,2007-04-12,2007-04-20,5,,,,,,1.0,,,,,,,,,44.6,-68.7,8
298,1-5418303,Overnight,234035,-102.961,29.1825,04416,89.0,2007-04-12,2007-04-20,8,,,,,,1.0,,,,,,,,,44.6,-68.7,8
299,1-5419385,Overnight,234049,-96.9675,34.505,73439,105.0,2007-08-30,2007-09-03,25,,,,,,1.0,,,,,,,,,33.9,-96.8,4
300,1-5419467,Overnight,234079,-112.167,37.6344,94710,19.0,2007-09-02,2007-09-04,30,,,,,,1.0,,,,,,,,,37.87,-122.31,2
301,1-5420150,Overnight,234050,-96.9675,34.505,77591,153.0,2007-08-28,2007-09-03,20,1.0,,,,,,,,,,,,,,29.41,-95.0,6
302,1-5420155,Overnight,234050,-96.9675,34.505,77591,153.0,2007-08-28,2007-09-03,25,1.0,,,,,,,,,,,,,,29.41,-95.0,6
303,1-5420160,Overnight,234050,-96.9675,34.505,77591,81.0,2007-08-30,2007-09-02,15,1.0,,1.0,,,,,,,,,,,,29.41,-95.0,3
304,1-5420570,Overnight,234070,-118.69,47.9268,98223,209.0,2007-08-31,2007-09-04,25,,,,,,1.0,,,,,,,,,48.2,-122.0,4
305,1-5421549,Overnight,234045,-91.4083,37.2831,60060,209.0,2007-09-01,2007-09-03,20,,,,,,1.0,,,,,,,,,42.27,-88.04,2
306,1-5421555,Overnight,234045,-91.4083,37.2831,60060,209.0,2007-09-01,2007-09-03,20,,,,,,1.0,,,,,,,,,42.27,-88.04,2
307,1-5421557,Overnight,234045,-91.4083,37.2831,60060,209.0,2007-09-01,2007-09-03,10,,,,,,1.0,,,,,,,,,42.27,-88.04,2
308,1-5421710,Overnight,234046,-91.4497,37.1472,64490,77.0,2007-07-11,2007-07-15,6,,,,,,1.0,,,,,,,,,39.8,-94.5,4
309,1-5421969,Overnight,234059,-109.589,38.7769,4151,24.0,2007-05-04,2007-05-05,2,,,,,,1.0,,,,,,,,,,,1
310,1-5423572,Overnight,234059,-109.589,38.7769,84020,31.5,2007-05-11,2007-05-14,2,,,,1.0,,,,,,,,,,,40.49,-111.85,3
311,1-5425202,Overnight,234074,-122.51,44.7575,98665,300.0,2007-09-06,2007-09-10,30,1.0,,1.0,,,,,,,,,,,,45.7,-122.66,4
312,1-5425232,Overnight,234074,-122.51,44.7575,98665,160.0,2007-09-06,2007-09-10,6,,,,,,1.0,,,,,,,,,45.7,-122.66,4
313,1-5425234,Overnight,234074,-122.51,44.7575,98665,160.0,2007-09-06,2007-09-10,6,,,,,,1.0,,,,,,,,,45.7,-122.66,4
314,1-5425413,Overnight,234068,-118.312,48.1246,98290,259.0,2007-08-30,2007-09-04,15,,,,,,1.0,,,,,,,,,47.9,-122.0,5
315,1-5425596,Overnight,234524,-121.296,40.4511,97520,249.0,2007-07-28,2007-08-05,15,,,,,,1.0,,,,,,,,,42.2,-122.5,8
316,1-5425602,Overnight,234524,-121.296,40.4511,97520,249.0,2007-07-28,2007-08-05,15,,,,,,1.0,,,,,,,,,42.2,-122.5,8
317,1-5427437,Overnight,234059,-109.589,38.7769,84121,31.5,2007-05-03,2007-05-06,8,,,,,,1.0,,,,,,,,,40.7,-111.7,3
318,1-5427454,Overnight,234059,-109.589,38.7769,84121,54.0,2007-05-03,2007-05-06,10,,,,,,1.0,,,,,,,,,40.7,-111.7,3
319,1-5427720,Overnight,234038,-103.304,29.275,75228,39.0,2007-03-11,2007-03-14,4,1.0,,,,,,,,,,,,,,32.83,-96.68,3
320,1-5427824,Overnight,234059,-109.589,38.7769,81601-9346,54.0,2007-04-26,2007-04-29,4,,,,,,1.0,,,,,,,,,39.6,-107.3,3
321,1-5428624,Overnight,234035,-102.961,29.1825,78232,29.0,2007-03-13,2007-03-15,4,,,,,,1.0,,,,,,,,,29.58,-98.48,2
322,1-5429492,Overnight,234043,-92.5569,36.0731,72227,165.0,2007-06-01,2007-06-03,25,,,,,,1.0,,,,,,,,,34.78,-92.37,2
323,1-5430004,Overnight,234066,-118.115,48.5924,99114,209.0,2007-08-16,2007-08-20,25,,,,,,1.0,,,,,,,,,48.7,-117.8,4
324,1-5430015,Overnight,234066,-118.115,48.5924,99114,209.0,2007-08-16,2007-08-20,25,,,,,,1.0,,,,,,,,,48.7,-117.8,4
325,1-5430535,Overnight,234073,-120.54,38.0075,91321,48.0,2007-04-26,2007-04-29,4,,,,,,1.0,,,,,,,,,34.37,-118.48,3
326,1-5430839,Overnight,234046,-91.4497,37.1472,64490,77.0,2007-07-11,2007-07-15,4,,,,,,1.0,,,,,,,,,39.8,-94.5,4
327,1-5431458,Overnight,234038,-103.304,29.275,10019,49.0,2007-03-23,2007-03-27,2,,,,,,1.0,,,,,,,,,40.77,-73.99,4
328,1-5432966,Day,234075,-121.987,45.3561,97211,105.0,2007-08-11,2007-08-11,40,,,,,,1.0,,,,,,,,,45.58,-122.64,0
329,1-5432967,Day,234075,-121.987,45.3561,97211,105.0,2007-08-11,2007-08-11,40,,,,,,1.0,,,,,,,,,45.58,-122.64,0
330,1-5433014,Overnight,234035,-102.961,29.1825,75238,39.0,2007-03-11,2007-03-14,4,,,,,,1.0,,,,,,,,,32.88,-96.71,3
